"GraphXType","Method","Kind","ValueType","Property","Fallback","File","Line","Code"
"HmiIOField","IsBackFillStyleDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiIOField.cs","1323","return (!hmiScreenItem.IsSCADARuntime() && (iofieldType == IOFieldType.InOutput || iofieldType == IOFieldType.Input)) || (num > 0 && drawingContextType == DrawingContextType.SimpleGdiDrawingRenderer && !flag && iofieldType == IOFieldType.Output) || (hmiScreenItem.IsSCADARuntime() && HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true));"
"HmiIOField","IsBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiIOField.cs","1329","return hmiScreenItem.IsSCADARuntime() && HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiIOField","IsFillPatternColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiIOField.cs","1335","return hmiScreenItem.IsSCADARuntime() && HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiIOField","IsBorderBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiIOField.cs","1341","return HmiScreenItem.IsBorderBackColorDisabledGeneral(hmiScreenItem) || (hmiScreenItem.IsSCADARuntime() && ((!HmiScreenItem.IsThemingEnabled(hmiScreenItem) && (int)((IPropertyAccess)hmiScreenItem.InstanceProxy)[""BorderWidth""] > 1) || (HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true))));"
"HmiIOField","IsBorderColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiIOField.cs","1347","return HmiScreenItem.IsBorderColorDisabledGeneral(hmiScreenItem) || (hmiScreenItem.IsSCADARuntime() && HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true));"
"HmiIOField","IsForeColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiIOField.cs","1353","return hmiScreenItem.IsSCADARuntime() && HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiLine","IsColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiLine.cs","86","return (drawingContextType == DrawingContextType.ThemingDrawingRenderer || drawingContextType == DrawingContextType.ComplexDrawingRenderer) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true) && HmiScreenItem.IsThemingEnabled(hmiScreenItem);"
"HmiLine","IsBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiLine.cs","105","return ((drawingContextType == DrawingContextType.ComplexDrawingRenderer || drawingContextType == DrawingContextType.ThemingDrawingRenderer) && ((!flag3 && (int)((IPropertyAccess)hmiScreenItem.InstanceProxy)[""LineWidth""] > 1) || (flag3 && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true)))) || (drawingContextType != DrawingContextType.ComplexDrawingRenderer && drawingContextType != DrawingContextType.ThemingDrawingRenderer && (flag || flag2));"
"HmiLineBase","IsStyleItemDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiLineBase.cs","345","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiMultilineEdit","IsBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiMultilineEdit.cs","169","return HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiMultilineEdit","IsBorderBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiMultilineEdit.cs","175","return HmiScreenItem.IsBorderBackColorDisabledGeneral(hmiScreenItem) || (LineStyle)((IPropertyAccess)hmiScreenItem.InstanceProxy)[""EdgeStyle""] == LineStyle.Solid || (int)((IPropertyAccess)hmiScreenItem.InstanceProxy)[""BorderWidth""] == 0 || (HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true));"
"HmiMultilineEdit","IsBorderColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiMultilineEdit.cs","181","return HmiScreenItem.IsBorderColorDisabledGeneral(hmiScreenItem) || (HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true));"
